Super Formula Light @ Imola - Variante Alta
InputTorque60Hz,InputTorque500Hz
24.3124,24.7935
24.3124,24.8386
24.3124,24.7789
24.3124,24.668
24.3124,24.5465
24.3124,24.4524
24.3124,24.3709
24.3124,24.3109
24.7235,24.3447
24.7235,24.2368
24.7235,24.0714
24.7235,23.8648
24.7235,23.6245
24.7235,23.5327
24.7235,23.9658
24.7235,24.753
24.7235,24.7467
33.6565,26.676
33.6565,27.9225
33.6565,29.0536
33.6565,30.0031
33.6565,30.6737
33.6565,31.3998
33.6565,32.4894
33.6565,33.6816
57.0611,35.7164
57.0611,38.1368
57.0611,41.5219
57.0611,44.7911
57.0611,48.6914
57.0611,52.2223
57.0611,55.1662
57.0611,57.1297
49.3379,57.7788
49.3379,57.7808
49.3379,57.4372
49.3379,56.6576
49.3379,55.4907
49.3379,53.9928
49.3379,51.6325
49.3379,49.2785
23.4873,42.1807
23.4873,35.5914
23.4873,28.9563
23.4873,24.0416
23.4873,22.4401
23.4873,22.3179
23.4873,22.8919
23.4873,23.5033
17.7657,23.3683
17.7657,23.1992
17.7657,22.8353
17.7657,22.264
17.7657,21.3771
17.7657,20.2683
17.7657,18.9984
17.7657,17.7421
17.7657,17.7238
48.6506,17.2947
48.6506,19.1946
48.6506,23.2718
48.6506,29.2152
48.6506,35.4871
48.6506,41.1888
48.6506,45.6864
48.6506,48.785
56.3934,53.3112
56.3934,57.508
56.3934,62.3001
56.3934,66.5621
56.3934,67.5402
56.3934,65.7141
56.3934,61.4206
56.3934,56.2911
56.3934,56.2172
2.3018,46.4032
2.3018,39.4798
2.3018,33.1957
2.3018,27.0323
2.3018,19.1202
2.3018,10.2169
2.3018,4.4007
2.3018,2.2257
9.6907,2.3083
9.6907,4.2513
9.6907,6.2833
9.6907,8.0346
9.6907,8.9792
9.6907,9.367
9.6907,9.5479
9.6907,9.6961
8.3679,11.9159
8.3679,12.823
8.3679,13.2341
8.3679,13.0991
8.3679,12.4336
8.3679,11.3719
8.3679,9.8983
8.3679,8.3477
-0.2054,6.4236
-0.2054,4.68
-0.2054,2.9809
-0.2054,1.6129
-0.2054,0.699
-0.2054,0.1927
-0.2054,-0.0678
-0.2054,-0.2101
-0.2054,-0.211
-1.1068,0.0335
-1.1068,-0.3864
